SKU,Product_Name,Brand,Category,Stock_Count,Price,Aisle,Section,Shelf
SKU100289,Aluminum Foil 75sqft,ReyStyle,Wraps,90,4.49,O - Paper & Disposables,O1,Lower-Middle Shelf (2)
SKU100290,Plastic Wrap 200sqft,GladStyle,Wraps,11,3.99,O - Paper & Disposables,O1,Top Shelf (4)
SKU100291,Quart Zip Bags 40-count,ZiplocStyle,Bags,15,3.49,O - Paper & Disposables,O1,Top Shelf (4)
SKU100292,Gallon Zip Bags 30-count,ZiplocStyle,Bags,53,3.99,O - Paper & Disposables,O3,Upper-Middle Shelf (3)
SKU100293,AA Batteries 20-pack,DuracellStyle,Batteries,70,12.99,P - Electronics & Accessories,P2,Top Shelf (4)
SKU100294,AAA Batteries 20-pack,DuracellStyle,Batteries,110,12.99,P - Electronics & Accessories,P2,Lower-Middle Shelf (2)
SKU100295,USB-C Charging Cable 6ft,AmazonBasics,Phone Accessories,119,9.99,P - Electronics & Accessories,P4,Upper-Middle Shelf (3)
SKU100296,Lightning Cable 6ft,AmazonBasics,Phone Accessories,92,9.99,P - Electronics & Accessories,P1,Upper-Middle Shelf (3)
SKU100297,Phone Case Universal Slim,UrbanArmor,Phone Accessories,57,14.99,P - Electronics & Accessories,P4,Lower-Middle Shelf (2)
SKU100298,Earbuds Wired 3.5mm,TechPlug,Audio,58,9.99,P - Electronics & Accessories,P3,Top Shelf (4)
SKU100299,Bluetooth Speaker Portable,JBLBasic,Audio,73,29.99,P - Electronics & Accessories,P2,Lower-Middle Shelf (2)
SKU100300,HDMI Cable 6ft,AmazonBasics,Cables,40,7.99,P - Electronics & Accessories,P4,Bottom Shelf (1)
SKU100301,Power Strip 6-outlet,BelkinStyle,Power,84,14.99,P - Electronics & Accessories,P4,Top Shelf (4)
SKU100302,LED Light Bulbs A19 4-pack,GEStyle,Light Bulbs,64,8.99,P - Electronics & Accessories,P1,Lower-Middle Shelf (2)
SKU100303,Extension Cord 6ft 3-outlet,ClearStyle,Power,12,8.99,P - Electronics & Accessories,P1,Top Shelf (4)
SKU100304,Screen Cleaner Kit,TechClean,Electronics Accessories,111,6.99,P - Electronics & Accessories,P2,Top Shelf (4)
SKU100305,LEGO Classic 200-piece set,LEGO,Building Toys,43,19.99,Q - Toys & Games,Q4,Upper-Middle Shelf (3)
SKU100306,Playing Cards Standard Deck,BicycleBrand,Card Games,109,3.99,Q - Toys & Games,Q1,Upper-Middle Shelf (3)
SKU100307,Crayons 64-count,CrayolaStyle,Art Supplies,79,7.49,Q - Toys & Games,Q4,Bottom Shelf (1)
SKU100308,Watercolor Paint Set,CrayolaStyle,Art Supplies,95,8.99,Q - Toys & Games,Q3,Lower-Middle Shelf (2)
SKU100309,Puzzle 500-piece,RavenStyle,Puzzles,56,12.99,Q - Toys & Games,Q1,Bottom Shelf (1)
SKU100310,UNO Card Game,MattelStyle,Card Games,5,6.99,Q - Toys & Games,Q3,Bottom Shelf (1)
SKU100311,Scrabble Board Game,HasbroStyle,Board Games,45,19.99,Q - Toys & Games,Q1,Upper-Middle Shelf (3)
SKU100312,Monopoly Classic,HasbroStyle,Board Games,67,19.99,Q - Toys & Games,Q2,Lower-Middle Shelf (2)
SKU100313,Nerf Blaster Basic,HasbroStyle,Outdoor Toys,22,14.99,Q - Toys & Games,Q2,Lower-Middle Shelf (2)
SKU100314,Basketball Size 5,SportStyle,Sports Toys,63,14.99,Q - Toys & Games,Q4,Lower-Middle Shelf (2)
SKU100315,Water Bottle 32oz BPA-Free,NalgeneStyle,Hydration,58,12.99,R - Sports & Outdoors,R4,Upper-Middle Shelf (3)
SKU100316,Resistance Bands Set 5-pack,FitnessFlex,Fitness,115,12.99,R - Sports & Outdoors,R1,Top Shelf (4)
SKU100317,Jump Rope,SportCore,Fitness,56,7.99,R - Sports & Outdoors,R2,Bottom Shelf (1)
SKU100318,Yoga Mat 68in,GaiaStyle,Yoga,88,19.99,R - Sports & Outdoors,R3,Top Shelf (4)
SKU100319,Athletic Socks 6-pack,NikeBasic,Clothing,49,14.99,R - Sports & Outdoors,R3,Lower-Middle Shelf (2)
SKU100320,Sunglasses UV400,FosterGrant,Eyewear,73,9.99,R - Sports & Outdoors,R2,Top Shelf (4)
SKU100321,Insect Repellent Spray 4oz,OFFStyle,Outdoor,2,7.49,R - Sports & Outdoors,R3,Upper-Middle Shelf (3)
SKU100322,Camping Lantern LED,CampStyle,Camping,116,14.99,R - Sports & Outdoors,R1,Bottom Shelf (1)
SKU100323,Men's White T-Shirt L,FruitLoomStyle,Men's Clothing,77,7.99,S - Clothing & Apparel,S3,Lower-Middle Shelf (2)
SKU100324,Women's Yoga Pants M,DresserStyle,Women's Clothing,86,19.99,S - Clothing & Apparel,S2,Upper-Middle Shelf (3)
SKU100325,Kids Socks 6-pack Sz 4-7,HanesStyle,Kids Clothing,39,8.99,S - Clothing & Apparel,S1,Bottom Shelf (1)
SKU100326,Baseball Cap Adjustable,SportCapStyle,Accessories,11,12.99,S - Clothing & Apparel,S3,Lower-Middle Shelf (2)
SKU100327,Men's Boxer Briefs 3-pack M,HanesStyle,Men's Underwear,25,14.99,S - Clothing & Apparel,S4,Lower-Middle Shelf (2)
SKU100328,Women's Briefs 5-pack M,HanesStyle,Women's Underwear,106,12.99,S - Clothing & Apparel,S3,Upper-Middle Shelf (3)
SKU100329,Rain Poncho One Size,StormReady,Outerwear,95,4.99,S - Clothing & Apparel,S4,Upper-Middle Shelf (3)
SKU100330,Non-stick Frying Pan 10in,CalpStyle,Cookware,9,24.99,T - Home & Kitchen,T1,Top Shelf (4)
SKU100331,Stainless Sauce Pan 2qt,CalpStyle,Cookware,108,22.99,T - Home & Kitchen,T2,Top Shelf (4)
SKU100332,Cutting Board Plastic 12x18in,OXOStyle,Kitchen Tools,33,12.99,T - Home & Kitchen,T4,Bottom Shelf (1)
SKU100333,Can Opener Manual,OXOStyle,Kitchen Tools,74,9.99,T - Home & Kitchen,T3,Upper-Middle Shelf (3)
SKU100334,Measuring Cups Set 4-piece,OXOStyle,Kitchen Tools,86,8.99,T - Home & Kitchen,T3,Bottom Shelf (1)
SKU100335,Measuring Spoons Set 6-piece,OXOStyle,Kitchen Tools,117,7.99,T - Home & Kitchen,T1,Upper-Middle Shelf (3)
SKU100336,Kitchen Knife 8in Chef,WusthStyle,Knives,116,19.99,T - Home & Kitchen,T1,Top Shelf (4)
SKU100337,Colander 5qt,CalpStyle,Kitchen Tools,17,12.99,T - Home & Kitchen,T4,Bottom Shelf (1)
SKU100338,Mixing Bowls 3-piece Set,OXOStyle,Kitchen Tools,14,16.99,T - Home & Kitchen,T3,Top Shelf (4)
SKU100339,Baking Sheet 18x13in,NordicStyle,Bakeware,58,14.99,T - Home & Kitchen,T2,Top Shelf (4)
SKU100340,Muffin Pan 12-cup,NordicStyle,Bakeware,113,12.99,T - Home & Kitchen,T4,Lower-Middle Shelf (2)
SKU100341,Dish Rack Stainless,SimpleStyle,Kitchen Accessories,78,19.99,T - Home & Kitchen,T1,Top Shelf (4)
SKU100342,Dish Towels 4-pack,RingoStyle,Kitchen Textiles,27,9.99,T - Home & Kitchen,T1,Upper-Middle Shelf (3)
SKU100343,Oven Mitts Pair,SafeStyle,Kitchen Accessories,12,8.99,T - Home & Kitchen,T2,Upper-Middle Shelf (3)
SKU100344,Dry Dog Food Adult 15lb,PurinaStyle,Dog Food,50,19.99,U - Pet Supplies,U3,Bottom Shelf (1)
SKU100345,Wet Dog Food 13oz (12-pack),PurinaStyle,Dog Food,11,18.99,U - Pet Supplies,U1,Top Shelf (4)
SKU100346,Dry Cat Food Adult 7lb,MeowMixStyle,Cat Food,100,12.99,U - Pet Supplies,U1,Bottom Shelf (1)
SKU100347,Wet Cat Food 5.5oz (12-pack),FancyFeastStyle,Cat Food,8,14.99,U - Pet Supplies,U2,Lower-Middle Shelf (2)
SKU100348,Cat Litter Clumping 20lb,TidyCatStyle,Cat Litter,42,12.99,U - Pet Supplies,U2,Lower-Middle Shelf (2)
SKU100349,Dog Treats Biscuits 16oz,MillBoneStyle,Dog Treats,109,5.99,U - Pet Supplies,U1,Upper-Middle Shelf (3)
SKU100350,Cat Treats 2.1oz,TemptationsStyle,Cat Treats,14,2.99,U - Pet Supplies,U3,Lower-Middle Shelf (2)
SKU100351,Pet Waste Bags 100-count,PetStyle,Dog Accessories,101,5.99,U - Pet Supplies,U1,Upper-Middle Shelf (3)
SKU100352,Dog Collar Adjustable M,PetSmart,Dog Accessories,22,8.99,U - Pet Supplies,U3,Bottom Shelf (1)
SKU100353,Ibuprofen 200mg 100-count,AdvilStyle,Pain Relief,67,8.99,V - Pharmacy & Wellness,V2,Top Shelf (4)
SKU100354,Acetaminophen 500mg 100-count,TylenStyle,Pain Relief,57,8.49,V - Pharmacy & Wellness,V1,Top Shelf (4)
SKU100355,Antacid Chewable 96-count,TumsStyle,Digestive Health,64,6.99,V - Pharmacy & Wellness,V1,Top Shelf (4)
SKU100356,Allergy Relief 24-hour 30ct,ClaritStyle,Allergy,58,14.99,V - Pharmacy & Wellness,V1,Upper-Middle Shelf (3)
SKU100357,Cold Relief DayTime Liquid 12oz,NyqStyle,Cold & Flu,54,8.99,V - Pharmacy & Wellness,V4,Top Shelf (4)
SKU100358,Cough Drops Honey Lemon 30-count,RicolaStyle,Cold & Flu,115,4.49,V - Pharmacy & Wellness,V4,Bottom Shelf (1)
SKU100359,Multivitamins Adults 100-count,CentrumStyle,Vitamins,16,12.99,V - Pharmacy & Wellness,V2,Bottom Shelf (1)
SKU100360,Vitamin C 1000mg 60-count,NatureStyle,Vitamins,76,9.99,V - Pharmacy & Wellness,V3,Top Shelf (4)
SKU100361,Bandage Assorted 80-count,BandAidStyle,First Aid,101,5.99,V - Pharmacy & Wellness,V4,Bottom Shelf (1)
SKU100362,Thermometer Digital,OmronStyle,First Aid,57,9.99,V - Pharmacy & Wellness,V2,Top Shelf (4)
SKU100363,Ballpoint Pens Blue 10-pack,BicStyle,Pens,51,4.99,W - Office & Stationery,W3,Top Shelf (4)
SKU100364,Mechanical Pencils 5-pack,PentelStyle,Pencils,54,5.99,W - Office & Stationery,W1,Upper-Middle Shelf (3)
SKU100365,Highlighters 5-pack Assorted,SharpieStyle,Markers,19,5.99,W - Office & Stationery,W3,Upper-Middle Shelf (3)
SKU100366,Sticky Notes 3x3in 12-pack,PostItStyle,Notes,11,8.99,W - Office & Stationery,W1,Bottom Shelf (1)
SKU100367,Composition Notebook 100-page,MeadStyle,Notebooks,71,2.99,W - Office & Stationery,W3,Lower-Middle Shelf (2)
SKU100368,Spiral Notebook College Ruled,MeadStyle,Notebooks,52,3.99,W - Office & Stationery,W3,Bottom Shelf (1)
SKU100369,Printer Paper 8.5x11 500-sheet,HammerStyle,Paper,36,8.99,W - Office & Stationery,W4,Bottom Shelf (1)
SKU100370,Tape Rolls 3-pack,ScotchStyle,Tape,19,5.99,W - Office & Stationery,W1,Lower-Middle Shelf (2)
SKU100371,Stapler Standard,SwingStyle,Office Tools,108,7.99,W - Office & Stationery,W1,Upper-Middle Shelf (3)
SKU100372,Scissors 8in,FiskStyle,Office Tools,103,5.99,W - Office & Stationery,W3,Lower-Middle Shelf (2)
SKU100373,Index Cards 3x5 200-count,AvStyle,Notes,3,3.49,W - Office & Stationery,W1,Upper-Middle Shelf (3)
SKU100374,Scented Candle 8oz,YankeeStyle,Home Fragrance,44,12.99,X - Seasonal & Holiday,X3,Upper-Middle Shelf (3)
SKU100375,Air Freshener Spray 8.3oz,FebrezeStyle,Home Fragrance,8,4.99,X - Seasonal & Holiday,X2,Top Shelf (4)
SKU100376,Picture Frame 4x6in,TargetHome,Home Decor,95,6.99,X - Seasonal & Holiday,X1,Bottom Shelf (1)
SKU100377,Storage Bins 3-pack Clear,SterliteStyle,Storage,43,9.99,X - Seasonal & Holiday,X4,Top Shelf (4)
SKU100378,Wrapping Paper Roll 30sqft,AmericanStyle,Gift Wrap,99,4.99,X - Seasonal & Holiday,X3,Upper-Middle Shelf (3)
SKU100379,Gift Bags Assorted 4-pack,AmericanStyle,Gift Wrap,20,3.99,X - Seasonal & Holiday,X1,Lower-Middle Shelf (2)
SKU100380,Birthday Candles 24-count,AmericanStyle,Party Supplies,56,2.49,X - Seasonal & Holiday,X1,Upper-Middle Shelf (3)
SKU100381,Balloons 15-count,FestiveStyle,Party Supplies,34,3.49,X - Seasonal & Holiday,X4,Top Shelf (4)
SKU200100,Thermometer Digital - Value Size,OmronStyle,First Aid,86,10.41,V - Pharmacy & Wellness,V4,Upper-Middle Shelf (3)
SKU200101,Romaine Hearts 3-pack - Organic,GreenGrow,Vegetables,0,3.54,A - Fresh Produce,A2,Upper-Middle Shelf (3)
SKU200102,Granola Oats & Honey 16oz - Travel Size,NatureValStyle,Granola,15,7.33,H - Breakfast & Cereal,H1,Top Shelf (4)
SKU200103,Sunglasses UV400 - Travel Size,FosterGrant,Eyewear,29,8.9,R - Sports & Outdoors,R3,Bottom Shelf (1)
SKU200104,Extension Cord 6ft 3-outlet - XL Pack,ClearStyle,Power,9,9.94,P - Electronics & Accessories,P3,Top Shelf (4)
SKU200105,Crayons 64-count - Low-Sodium,CrayolaStyle,Art Supplies,41,7.51,Q - Toys & Games,Q2,Top Shelf (4)
SKU200106,Toilet Paper 12 Double Rolls - Value Size,CharmStyle,Toilet Paper,55,12.15,O - Paper & Disposables,O4,Bottom Shelf (1)
SKU200107,LED Light Bulbs A19 4-pack - Sugar-Free,GEStyle,Light Bulbs,99,11.89,P - Electronics & Accessories,P2,Bottom Shelf (1)
SKU200108,Bandage Assorted 80-count - Value Size,BandAidStyle,First Aid,99,7.02,V - Pharmacy & Wellness,V3,Upper-Middle Shelf (3)
SKU200109,Sparkling Water 12-pack - Organic,LaCroixStyle,Sparkling Water,22,4.79,F - Beverages,F2,Bottom Shelf (1)
SKU200110,Tortilla Chips 13oz - Family Size,TostitoStyle,Chips,74,5.05,G - Snacks & Confectionery,G4,Upper-Middle Shelf (3)
SKU200111,Baby Wipes 72-count - Travel Size,WipesPlus,Baby Wipes,80,4.42,L - Baby & Toddler,L3,Upper-Middle Shelf (3)
SKU200112,Almond Milk Unsweetened 64oz - Decaf,NutriNut,Milk Alternatives,57,4.61,B - Dairy & Eggs,B1,Bottom Shelf (1)
SKU200113,Plastic Cups 16oz 50-count - Sugar-Free,SoloStyle,Disposables,109,4.69,O - Paper & Disposables,O1,Top Shelf (4)
SKU200114,Kitchen Knife 8in Chef - XL Pack,WusthStyle,Knives,83,22.29,T - Home & Kitchen,T2,Upper-Middle Shelf (3)
SKU200115,Oven Mitts Pair - Travel Size,SafeStyle,Kitchen Accessories,103,13.22,T - Home & Kitchen,T3,Bottom Shelf (1)
SKU200116,Cough Drops Honey Lemon 30-count - Travel Size,RicolaStyle,Cold & Flu,56,3.72,V - Pharmacy & Wellness,V2,Upper-Middle Shelf (3)
SKU200117,Plastic Wrap 200sqft - Sugar-Free,GladStyle,Wraps,86,4.27,O - Paper & Disposables,O1,Upper-Middle Shelf (3)
SKU200118,Strawberry Yogurt 6-pack - Decaf,YoplaitFresh,Yogurt,36,3.72,B - Dairy & Eggs,B3,Lower-Middle Shelf (2)
SKU200119,Dish Soap 24oz - Value Size,DawnStyle,Dish Care,44,5.42,M - Household Cleaning,M3,Top Shelf (4)
SKU200120,Fish Sticks 24oz - Value Size,GordonStyle,Frozen Seafood,101,5.58,E - Frozen Foods,E3,Lower-Middle Shelf (2)
SKU200121,Printer Paper 8.5x11 500-sheet - Value Size,HammerStyle,Paper,46,11.26,W - Office & Stationery,W1,Upper-Middle Shelf (3)
SKU200122,Tampons Regular 36-count - Travel Size,TampaxStyle,Feminine Care,98,13.18,K - Health & Beauty,K4,Lower-Middle Shelf (2)
SKU200123,Chicken Noodle Soup 10.75oz - Travel Size,CampbellStyle,Soup,100,1.35,I - Canned & Packaged Goods,I1,Bottom Shelf (1)
SKU200124,Bathroom Cleaner 32oz - Travel Size,LysolStyle,Bathroom,23,4.86,M - Household Cleaning,M2,Top Shelf (4)
SKU200125,Iceberg Lettuce (head) - Low-Sodium,GreenGrow,Vegetables,56,1.57,A - Fresh Produce,A3,Top Shelf (4)
SKU200126,Canned Black Beans 15oz - Organic,BushStyle,Canned Beans,60,1.21,I - Canned & Packaged Goods,I2,Upper-Middle Shelf (3)
SKU200127,Kids Socks 6-pack Sz 4-7 - Family Size,HanesStyle,Kids Clothing,64,12.03,S - Clothing & Apparel,S4,Lower-Middle Shelf (2)
SKU200128,Milk Chocolate Bar 3.5oz - Travel Size,HersheyStyle,Candy,61,2.81,G - Snacks & Confectionery,G3,Bottom Shelf (1)
SKU200129,Mechanical Pencils 5-pack - Value Size,PentelStyle,Pencils,34,5.99,W - Office & Stationery,W4,Lower-Middle Shelf (2)
SKU200130,Men's White T-Shirt L - Value Size,FruitLoomStyle,Men's Clothing,57,11.69,S - Clothing & Apparel,S3,Bottom Shelf (1)
SKU200131,Monopoly Classic - XL Pack,HasbroStyle,Board Games,49,21.54,Q - Toys & Games,Q1,Upper-Middle Shelf (3)
SKU200132,Strawberry Jam 18oz - XL Pack,SmuckerStyle,Jam,91,3.57,H - Breakfast & Cereal,H3,Lower-Middle Shelf (2)
SKU200133,Frozen Burritos 8-pack - XL Pack,ElMontereyStyle,Frozen Meals,89,6.5,E - Frozen Foods,E2,Top Shelf (4)
SKU200134,Rain Poncho One Size - XL Pack,StormReady,Outerwear,27,7.16,S - Clothing & Apparel,S2,Top Shelf (4)
SKU200135,Chocolate Cake Slice - Sugar-Free,BakeHouse,Cakes,30,3.86,D - Bakery & Bread,D4,Top Shelf (4)
SKU200136,Greek Yogurt Plain 32oz - Value Size,ChobaniPlus,Yogurt,68,7.61,B - Dairy & Eggs,B1,Lower-Middle Shelf (2)
SKU200137,Frozen French Fries 32oz - Sugar-Free,OreIdaStyle,Frozen Sides,30,4.94,E - Frozen Foods,E4,Lower-Middle Shelf (2)
SKU200138,Beef Sirloin Steak 1lb - Decaf,RanchSelect,Beef,64,8.47,C - Meat & Seafood,C1,Top Shelf (4)
SKU200139,Muffin Pan 12-cup - XL Pack,NordicStyle,Bakeware,32,16.17,T - Home & Kitchen,T1,Upper-Middle Shelf (3)
SKU200140,Shredded Mozzarella 2lb - Decaf,GaldaCheese,Cheese,13,7.26,B - Dairy & Eggs,B3,Lower-Middle Shelf (2)
SKU200141,Iceberg Lettuce (head) - Decaf,GreenGrow,Vegetables,22,1.76,A - Fresh Produce,A4,Top Shelf (4)
SKU200142,Mixed Nuts 16oz - Travel Size,PlantFarm,Nuts,58,7.59,G - Snacks & Confectionery,G1,Upper-Middle Shelf (3)
SKU200143,Sour Gummy Worms 5oz - XL Pack,TropiCandyCo,Candy,40,4.05,G - Snacks & Confectionery,G3,Top Shelf (4)
SKU200144,Wrapping Paper Roll 30sqft - Family Size,AmericanStyle,Gift Wrap,24,4.88,X - Seasonal & Holiday,X3,Upper-Middle Shelf (3)
SKU200145,Cherry Tomatoes 10oz - Decaf,TomatoKing,Vegetables,55,3.46,A - Fresh Produce,A4,Top Shelf (4)
SKU200146,Phone Case Universal Slim - Decaf,UrbanArmor,Phone Accessories,63,22.21,P - Electronics & Accessories,P3,Upper-Middle Shelf (3)
SKU200147,85/15 Ground Beef 1lb - Low-Sodium,RanchSelect,Beef,105,4.52,C - Meat & Seafood,C2,Upper-Middle Shelf (3)
SKU200148,Baby Formula Powder 20oz - Value Size,SimiStyle,Baby Formula,39,17.11,L - Baby & Toddler,L4,Top Shelf (4)
SKU200149,Green Tea Bags 40-count - Family Size,BigelowStyle,Tea,111,4.49,F - Beverages,F3,Top Shelf (4)
SKU200150,Vegetable Oil 48oz - XL Pack,CriscoStyle,Oil,46,4.25,J - Condiments & Sauces,J2,Bottom Shelf (1)
SKU200151,Frozen French Fries 32oz - Family Size,OreIdaStyle,Frozen Sides,99,3.7,E - Frozen Foods,E3,Upper-Middle Shelf (3)
SKU200152,Lightning Cable 6ft - XL Pack,AmazonBasics,Phone Accessories,47,12.22,P - Electronics & Accessories,P3,Top Shelf (4)
SKU200153,Boneless Chicken Breast 2lb - Travel Size,FarmFirst,Poultry,83,8.18,C - Meat & Seafood,C3,Lower-Middle Shelf (2)
SKU200154,Corn Tortillas 30-pack - XL Pack,MissionBake,Tortillas,49,4.98,D - Bakery & Bread,D1,Upper-Middle Shelf (3)
SKU200155,BBQ Sauce Original 18oz - Family Size,KC MasterStyle,BBQ Sauce,88,2.84,J - Condiments & Sauces,J4,Lower-Middle Shelf (2)
SKU200156,Frozen Peas 16oz - Travel Size,GreenGiant,Frozen Vegetables,115,2.78,E - Frozen Foods,E4,Bottom Shelf (1)
SKU200157,Baby Lotion 8oz - Decaf,JohnsonStyle,Baby Care,37,7.12,L - Baby & Toddler,L3,Lower-Middle Shelf (2)
SKU200158,Potato Chips Original 8oz - Decaf,LayStyle,Chips,25,4.96,G - Snacks & Confectionery,G2,Lower-Middle Shelf (2)
SKU200159,Dog Collar Adjustable M - XL Pack,PetSmart,Dog Accessories,59,9.46,U - Pet Supplies,U2,Bottom Shelf (1)
SKU200160,Strawberry Yogurt 6-pack - Sugar-Free,YoplaitFresh,Yogurt,61,4.63,B - Dairy & Eggs,B4,Top Shelf (4)
SKU200161,Sour Cream 16oz - Travel Size,DairyPure,Cream,57,3.69,B - Dairy & Eggs,B4,Upper-Middle Shelf (3)
SKU200162,Chicken Nuggets 32oz - Travel Size,TysonFarm,Frozen Chicken,64,10.69,E - Frozen Foods,E1,Bottom Shelf (1)
SKU200163,Highlighters 5-pack Assorted - Travel Size,SharpieStyle,Markers,119,6.07,W - Office & Stationery,W2,Upper-Middle Shelf (3)
SKU200164,Highlighters 5-pack Assorted - Sugar-Free,SharpieStyle,Markers,81,8.34,W - Office & Stationery,W3,Lower-Middle Shelf (2)
SKU200165,Razors 4-count - Value Size,GilletStyle,Shaving,120,11.51,K - Health & Beauty,K2,Lower-Middle Shelf (2)
SKU200166,Bathroom Cleaner 32oz - XL Pack,LysolStyle,Bathroom,5,5.5,M - Household Cleaning,M3,Lower-Middle Shelf (2)
SKU200167,Nerf Blaster Basic - XL Pack,HasbroStyle,Outdoor Toys,37,17.22,Q - Toys & Games,Q3,Top Shelf (4)
SKU200168,Pasta Penne 16oz - Low-Sodium,BarillaStyle,Pasta,7,2.01,I - Canned & Packaged Goods,I2,Top Shelf (4)
SKU200169,Monopoly Classic - Family Size,HasbroStyle,Board Games,18,22.49,Q - Toys & Games,Q3,Upper-Middle Shelf (3)
SKU200170,Trash Bags 13gal 40-count - Low-Sodium,GladStyle,Trash Bags,71,7.57,M - Household Cleaning,M1,Upper-Middle Shelf (3)
SKU200171,White Rice Long Grain 5lb - Family Size,MaisenaStyle,Rice,18,4.86,I - Canned & Packaged Goods,I1,Bottom Shelf (1)
SKU200172,Toothbrush Soft (2-pack) - Low-Sodium,OralBStyle,Oral Care,110,8.42,K - Health & Beauty,K2,Upper-Middle Shelf (3)
SKU200173,Diapers Size 4 52-count - Organic,PampersStyle,Diapers,65,33.34,L - Baby & Toddler,L4,Top Shelf (4)
SKU200174,Feminine Pads Regular 36-count - Family Size,AlwaysStyle,Feminine Care,64,6.93,K - Health & Beauty,K4,Lower-Middle Shelf (2)
SKU200175,Instant Oatmeal Variety 10-pack - Decaf,QuakerStyle,Oatmeal,76,4.16,H - Breakfast & Cereal,H4,Upper-Middle Shelf (3)
SKU200176,Scented Candle 8oz - XL Pack,YankeeStyle,Home Fragrance,112,18.1,X - Seasonal & Holiday,X3,Upper-Middle Shelf (3)
SKU200177,Playing Cards Standard Deck - Decaf,BicycleBrand,Card Games,71,3.32,Q - Toys & Games,Q2,Upper-Middle Shelf (3)
SKU200178,Toothpaste Whitening 4oz - Value Size,CrestStyle,Oral Care,70,4.27,K - Health & Beauty,K3,Bottom Shelf (1)
SKU200179,Chicken Nuggets 32oz - Value Size,TysonFarm,Frozen Chicken,43,8.6,E - Frozen Foods,E3,Lower-Middle Shelf (2)
SKU200180,Gummy Bears 5oz - Low-Sodium,HariboStyle,Candy,17,3.44,G - Snacks & Confectionery,G3,Top Shelf (4)
