SKU,Product_Name,Brand,Category,Stock_Count,Price,Aisle,Section,Shelf
SKU200181,Highlighters 5-pack Assorted - Family Size,SharpieStyle,Markers,17,5.42,W - Office & Stationery,W3,Upper-Middle Shelf (3)
SKU200182,Ground Coffee Medium Roast 30oz - Low-Sodium,FolgersMix,Coffee,38,12.68,F - Beverages,F3,Top Shelf (4)
SKU200183,Sunscreen SPF50 3oz - Family Size,NeutStyle,Skin Care,86,13.7,K - Health & Beauty,K1,Top Shelf (4)
SKU200184,Feminine Pads Regular 36-count - XL Pack,AlwaysStyle,Feminine Care,83,10.34,K - Health & Beauty,K2,Bottom Shelf (1)
SKU200185,Wet Dog Food 13oz (12-pack) - Travel Size,PurinaStyle,Dog Food,99,22.16,U - Pet Supplies,U4,Lower-Middle Shelf (2)
SKU200186,Pasta Spaghetti 16oz - XL Pack,BarillaStyle,Pasta,24,2.39,I - Canned & Packaged Goods,I1,Top Shelf (4)
SKU200187,Diapers Size 4 52-count - Low-Sodium,PampersStyle,Diapers,52,22.64,L - Baby & Toddler,L4,Bottom Shelf (1)
SKU200188,Frozen Burritos 8-pack - Organic,ElMontereyStyle,Frozen Meals,61,7.74,E - Frozen Foods,E4,Upper-Middle Shelf (3)
SKU200189,Coconut Water 1lt - Family Size,VitaCoco,Coconut Water,45,5.02,F - Beverages,F3,Top Shelf (4)
SKU200190,Oreo Sandwich Cookies 14.3oz - Organic,OreoCo,Cookies,120,4.47,G - Snacks & Confectionery,G3,Upper-Middle Shelf (3)
SKU200191,Oat Circles 12oz - Family Size,CheerioStyle,Cereal,119,4.38,H - Breakfast & Cereal,H3,Upper-Middle Shelf (3)
SKU200192,Frozen Peas 16oz - Low-Sodium,GreenGiant,Frozen Vegetables,44,2.84,E - Frozen Foods,E2,Upper-Middle Shelf (3)
SKU200193,Sweet Corn (each) - Sugar-Free,SunHarvest,Vegetables,118,1.16,A - Fresh Produce,A4,Upper-Middle Shelf (3)
SKU200194,Wet Dog Food 13oz (12-pack) - Organic,PurinaStyle,Dog Food,119,17.88,U - Pet Supplies,U3,Lower-Middle Shelf (2)
SKU200195,Blueberry Muffins 4-pack - Organic,BakeHouse,Muffins,67,4.35,D - Bakery & Bread,D2,Lower-Middle Shelf (2)
SKU200196,2% Reduced Fat Milk 1 Gallon - Value Size,DairyPure,Milk,12,4.13,B - Dairy & Eggs,B2,Bottom Shelf (1)
SKU200197,Balloons 15-count - Travel Size,FestiveStyle,Party Supplies,112,3.79,X - Seasonal & Holiday,X4,Top Shelf (4)
SKU200198,Milk Chocolate Bar 3.5oz - Sugar-Free,HersheyStyle,Candy,116,2.04,G - Snacks & Confectionery,G1,Lower-Middle Shelf (2)
SKU200199,Index Cards 3x5 200-count - XL Pack,AvStyle,Notes,112,5.02,W - Office & Stationery,W2,Bottom Shelf (1)
SKU200200,Extension Cord 6ft 3-outlet - Family Size,ClearStyle,Power,111,8.36,P - Electronics & Accessories,P3,Bottom Shelf (1)
SKU200201,Strawberries 1lb - Sugar-Free,BerryBest,Fruits,42,4.18,A - Fresh Produce,A3,Top Shelf (4)
SKU200202,Wrapping Paper Roll 30sqft - Family Size,AmericanStyle,Gift Wrap,64,7.1,X - Seasonal & Holiday,X4,Upper-Middle Shelf (3)
SKU200203,Oreo Sandwich Cookies 14.3oz - Value Size,OreoCo,Cookies,82,4.63,G - Snacks & Confectionery,G3,Lower-Middle Shelf (2)
SKU200204,Mango (each) - Decaf,TropicFresh,Fruits,96,2.02,A - Fresh Produce,A2,Lower-Middle Shelf (2)
SKU200205,Crayons 64-count - Low-Sodium,CrayolaStyle,Art Supplies,85,8.69,Q - Toys & Games,Q1,Lower-Middle Shelf (2)
SKU200206,Frozen Stir Fry Vegetables 16oz - Family Size,BirdsEyeFarm,Frozen Vegetables,33,3.07,E - Frozen Foods,E4,Lower-Middle Shelf (2)
SKU200207,Women's Briefs 5-pack M - Sugar-Free,HanesStyle,Women's Underwear,92,19.07,S - Clothing & Apparel,S1,Upper-Middle Shelf (3)
SKU200208,Paper Towels Double Roll 6-pack - Organic,BountyStyle,Paper Towels,39,10.11,O - Paper & Disposables,O2,Top Shelf (4)
SKU200209,Cold Relief DayTime Liquid 12oz - Sugar-Free,NyqStyle,Cold & Flu,120,11.54,V - Pharmacy & Wellness,V3,Upper-Middle Shelf (3)
SKU200210,Peanut Butter Creamy 28oz - Organic,JiffStyle,Nut Butter,58,7.34,H - Breakfast & Cereal,H3,Top Shelf (4)
SKU200211,Balloons 15-count - Family Size,FestiveStyle,Party Supplies,105,4.64,X - Seasonal & Holiday,X2,Lower-Middle Shelf (2)
SKU200212,Ground Turkey 93/7 1lb - Family Size,FarmFirst,Poultry,117,6.42,C - Meat & Seafood,C1,Bottom Shelf (1)
SKU200213,Birthday Candles 24-count - Organic,AmericanStyle,Party Supplies,41,2.99,X - Seasonal & Holiday,X4,Bottom Shelf (1)
SKU200214,Frosted Flakes 19.2oz - Family Size,KellogStyle,Cereal,103,4.14,H - Breakfast & Cereal,H1,Top Shelf (4)
SKU200215,Frozen Waffles 10-count - Low-Sodium,EggoStyle,Frozen Breakfast,59,4.24,E - Frozen Foods,E3,Bottom Shelf (1)
SKU200216,LED Light Bulbs A19 4-pack - Sugar-Free,GEStyle,Light Bulbs,74,12.33,P - Electronics & Accessories,P1,Bottom Shelf (1)
SKU200217,Resistance Bands Set 5-pack - Decaf,FitnessFlex,Fitness,7,16.76,R - Sports & Outdoors,R1,Top Shelf (4)
SKU200218,Baby Carrots 1lb - Sugar-Free,CrunchFarm,Vegetables,98,1.62,A - Fresh Produce,A4,Upper-Middle Shelf (3)
SKU200219,USB-C Charging Cable 6ft - Family Size,AmazonBasics,Phone Accessories,48,14.07,P - Electronics & Accessories,P1,Lower-Middle Shelf (2)
SKU200220,Liquid Laundry Detergent 92oz - Value Size,TideStyle,Laundry Detergent,67,12.01,N - Laundry,N2,Lower-Middle Shelf (2)
SKU200221,Red Seedless Grapes 2lb - XL Pack,SunHarvest,Fruits,92,6.37,A - Fresh Produce,A4,Top Shelf (4)
SKU200222,Diced Tomatoes 14.5oz - Organic,HuntStyle,Canned Tomatoes,24,1.45,I - Canned & Packaged Goods,I1,Bottom Shelf (1)
SKU200223,Basketball Size 5 - XL Pack,SportStyle,Sports Toys,76,14.52,Q - Toys & Games,Q1,Top Shelf (4)
SKU200224,Cherry Tomatoes 10oz - Organic,TomatoKing,Vegetables,29,4.6,A - Fresh Produce,A2,Bottom Shelf (1)
SKU200225,Frozen Stir Fry Vegetables 16oz - Sugar-Free,BirdsEyeFarm,Frozen Vegetables,73,2.88,E - Frozen Foods,E3,Upper-Middle Shelf (3)
SKU200226,Canned Tuna in Water 5oz - Sugar-Free,BumbleBeeStyle,Canned Fish,66,2.11,I - Canned & Packaged Goods,I2,Top Shelf (4)
SKU200227,Sunscreen SPF50 3oz - Sugar-Free,NeutStyle,Skin Care,112,8.42,K - Health & Beauty,K2,Top Shelf (4)
SKU200228,Ibuprofen 200mg 100-count - XL Pack,AdvilStyle,Pain Relief,85,13.31,V - Pharmacy & Wellness,V4,Upper-Middle Shelf (3)
SKU200229,Nerf Blaster Basic - Low-Sodium,HasbroStyle,Outdoor Toys,96,13.56,Q - Toys & Games,Q4,Lower-Middle Shelf (2)
SKU200230,Chicken Noodle Soup 10.75oz - Sugar-Free,CampbellStyle,Soup,59,2.09,I - Canned & Packaged Goods,I1,Top Shelf (4)
SKU200231,Nerf Blaster Basic - Travel Size,HasbroStyle,Outdoor Toys,42,16.07,Q - Toys & Games,Q1,Top Shelf (4)
SKU200232,Aluminum Foil 75sqft - Value Size,ReyStyle,Wraps,6,5.28,O - Paper & Disposables,O3,Top Shelf (4)
SKU200233,Zucchini (each) - Value Size,FreshFarm,Vegetables,92,0.92,A - Fresh Produce,A2,Top Shelf (4)
SKU200234,Oat Circles 12oz - Decaf,CheerioStyle,Cereal,27,4.34,H - Breakfast & Cereal,H2,Bottom Shelf (1)
SKU200235,Wet Dog Food 13oz (12-pack) - Organic,PurinaStyle,Dog Food,50,24.44,U - Pet Supplies,U2,Upper-Middle Shelf (3)
SKU200236,Conditioner Strengthening 12oz - Low-Sodium,DoveHair,Hair Care,39,6.75,K - Health & Beauty,K3,Upper-Middle Shelf (3)
SKU200237,Thermometer Digital - Family Size,OmronStyle,First Aid,92,11.25,V - Pharmacy & Wellness,V4,Upper-Middle Shelf (3)
SKU200238,Corn Flakes 18oz - Decaf,KellogStyle,Cereal,110,4.58,H - Breakfast & Cereal,H2,Lower-Middle Shelf (2)
SKU200239,Pineapple (whole) - Sugar-Free,TropicFresh,Fruits,92,3.91,A - Fresh Produce,A4,Upper-Middle Shelf (3)
SKU200240,Lemon-Lime Soda 12-pack 12oz - Organic,CitrusPop,Soda,106,6.18,F - Beverages,F2,Top Shelf (4)
SKU200241,Balloons 15-count - Decaf,FestiveStyle,Party Supplies,92,3.42,X - Seasonal & Holiday,X4,Top Shelf (4)
SKU200242,Sports Drink Lemon 8-pack 20oz - Decaf,GatorStyle,Sports Drinks,62,6.88,F - Beverages,F2,Bottom Shelf (1)
SKU200243,Spiral Notebook College Ruled - XL Pack,MeadStyle,Notebooks,104,5.54,W - Office & Stationery,W1,Bottom Shelf (1)
SKU200244,Scrabble Board Game - Travel Size,HasbroStyle,Board Games,90,27.78,Q - Toys & Games,Q2,Bottom Shelf (1)
SKU200245,Pancake Mix 32oz - Family Size,AuntJemimaStyle,Pancake Mix,85,4.55,H - Breakfast & Cereal,H4,Top Shelf (4)
SKU200246,Pineapple (whole) - XL Pack,TropicFresh,Fruits,2,3.86,A - Fresh Produce,A3,Upper-Middle Shelf (3)
SKU200247,Pineapple (whole) - Low-Sodium,TropicFresh,Fruits,13,4.49,A - Fresh Produce,A1,Lower-Middle Shelf (2)
SKU200248,White Rice Long Grain 5lb - Organic,MaisenaStyle,Rice,45,6.77,I - Canned & Packaged Goods,I3,Top Shelf (4)
SKU200249,Chicken Thighs Bone-In 3lb - Decaf,FarmFirst,Poultry,31,11.02,C - Meat & Seafood,C2,Upper-Middle Shelf (3)
SKU200250,Ground Turkey 93/7 1lb - XL Pack,FarmFirst,Poultry,70,4.75,C - Meat & Seafood,C4,Bottom Shelf (1)
SKU200251,Strawberries 1lb - Travel Size,BerryBest,Fruits,82,2.99,A - Fresh Produce,A3,Bottom Shelf (1)
SKU200252,Tape Rolls 3-pack - XL Pack,ScotchStyle,Tape,88,5.76,W - Office & Stationery,W4,Upper-Middle Shelf (3)
SKU200253,Romaine Hearts 3-pack - Value Size,GreenGrow,Vegetables,69,4.21,A - Fresh Produce,A1,Lower-Middle Shelf (2)
SKU200254,Baby Wipes 72-count - XL Pack,WipesPlus,Baby Wipes,96,5.88,L - Baby & Toddler,L4,Bottom Shelf (1)
SKU200255,Sunscreen SPF50 3oz - Travel Size,NeutStyle,Skin Care,108,11.94,K - Health & Beauty,K4,Upper-Middle Shelf (3)
SKU200256,Lightning Cable 6ft - Travel Size,AmazonBasics,Phone Accessories,10,13.52,P - Electronics & Accessories,P3,Bottom Shelf (1)
SKU200257,Whole Wheat Bread 20oz - Low-Sodium,WonderBake,Bread,77,3.17,D - Bakery & Bread,D4,Upper-Middle Shelf (3)
SKU200258,Garlic Bulb (each) - Sugar-Free,EarthFresh,Vegetables,29,0.93,A - Fresh Produce,A3,Top Shelf (4)
SKU200259,Insect Repellent Spray 4oz - Travel Size,OFFStyle,Outdoor,10,9.56,R - Sports & Outdoors,R3,Lower-Middle Shelf (2)
SKU200260,Sour Cream 16oz - Value Size,DairyPure,Cream,100,2.46,B - Dairy & Eggs,B2,Top Shelf (4)
SKU200261,Baby Shampoo 13oz - Decaf,JohnsonStyle,Baby Care,39,4.8,L - Baby & Toddler,L4,Upper-Middle Shelf (3)
SKU200262,Italian Dressing 16oz - Value Size,KraftStyle,Dressing,57,2.67,J - Condiments & Sauces,J4,Bottom Shelf (1)
SKU200263,Russet Potatoes 5lb - Value Size,EarthFresh,Vegetables,76,4.49,A - Fresh Produce,A3,Top Shelf (4)
SKU200264,Avocado (each) - Sugar-Free,GreenGold,Fruits,92,1.08,A - Fresh Produce,A2,Lower-Middle Shelf (2)
SKU200265,AAA Batteries 20-pack - Travel Size,DuracellStyle,Batteries,63,11.65,P - Electronics & Accessories,P2,Bottom Shelf (1)
SKU200266,Green Tea Bags 40-count - Low-Sodium,BigelowStyle,Tea,100,4.26,F - Beverages,F1,Upper-Middle Shelf (3)
SKU200267,Chicken Broth 32oz - Organic,SwansonStyle,Broth,78,3.25,I - Canned & Packaged Goods,I2,Top Shelf (4)
SKU200268,Croissants 4-pack - Travel Size,PastryCo,Pastry,42,5.06,D - Bakery & Bread,D4,Upper-Middle Shelf (3)
SKU200269,Kids Socks 6-pack Sz 4-7 - Decaf,HanesStyle,Kids Clothing,83,9.9,S - Clothing & Apparel,S2,Upper-Middle Shelf (3)
SKU200270,Baby Formula Powder 20oz - Organic,SimiStyle,Baby Formula,50,22.69,L - Baby & Toddler,L3,Upper-Middle Shelf (3)
SKU200271,Pet Waste Bags 100-count - Organic,PetStyle,Dog Accessories,100,6.16,U - Pet Supplies,U4,Upper-Middle Shelf (3)
SKU200272,Corn Tortillas 30-pack - Organic,MissionBake,Tortillas,87,4.6,D - Bakery & Bread,D1,Top Shelf (4)
SKU200273,Raisin Bran 20oz - Family Size,KellogStyle,Cereal,8,6.1,H - Breakfast & Cereal,H4,Top Shelf (4)
SKU200274,Frozen Stir Fry Vegetables 16oz - Sugar-Free,BirdsEyeFarm,Frozen Vegetables,91,2.9,E - Frozen Foods,E4,Top Shelf (4)
SKU200275,Sour Cream 16oz - Family Size,DairyPure,Cream,51,3.72,B - Dairy & Eggs,B4,Bottom Shelf (1)
SKU200276,Paper Towels Double Roll 6-pack - Value Size,BountyStyle,Paper Towels,85,10.51,O - Paper & Disposables,O3,Lower-Middle Shelf (2)
SKU200277,Iceberg Lettuce (head) - Low-Sodium,GreenGrow,Vegetables,101,2.2,A - Fresh Produce,A4,Bottom Shelf (1)
SKU200278,Blueberries 6oz - Value Size,BerryBest,Fruits,66,2.93,A - Fresh Produce,A2,Top Shelf (4)
SKU200279,Quart Zip Bags 40-count - Low-Sodium,ZiplocStyle,Bags,88,3.92,O - Paper & Disposables,O2,Upper-Middle Shelf (3)
SKU200280,Spinach 5oz bag - Family Size,GreenGrow,Vegetables,10,2.61,A - Fresh Produce,A1,Lower-Middle Shelf (2)
SKU200281,Liquid Laundry Detergent 92oz - Sugar-Free,TideStyle,Laundry Detergent,66,13.51,N - Laundry,N4,Upper-Middle Shelf (3)
SKU200282,Oven Mitts Pair - Value Size,SafeStyle,Kitchen Accessories,40,9.95,T - Home & Kitchen,T1,Upper-Middle Shelf (3)
SKU200283,Iceberg Lettuce (head) - Value Size,GreenGrow,Vegetables,13,1.22,A - Fresh Produce,A2,Lower-Middle Shelf (2)
SKU200284,Mechanical Pencils 5-pack - Travel Size,PentelStyle,Pencils,54,7.11,W - Office & Stationery,W4,Lower-Middle Shelf (2)
SKU200285,Crayons 64-count - Travel Size,CrayolaStyle,Art Supplies,50,6.97,Q - Toys & Games,Q1,Lower-Middle Shelf (2)
SKU200286,Non-stick Frying Pan 10in - Low-Sodium,CalpStyle,Cookware,26,26.79,T - Home & Kitchen,T3,Bottom Shelf (1)
SKU200287,Bagels 6-pack - Travel Size,BagelBros,Bagels,14,4.0,D - Bakery & Bread,D3,Top Shelf (4)
SKU200288,Tape Rolls 3-pack - Decaf,ScotchStyle,Tape,75,7.3,W - Office & Stationery,W1,Upper-Middle Shelf (3)
SKU200289,Fabric Softener 51oz - Family Size,DownyStyle,Fabric Softener,90,9.84,N - Laundry,N3,Bottom Shelf (1)
SKU200290,Ice Cream Vanilla 1.5qt - Decaf,BreemerStyle,Ice Cream,23,4.84,E - Frozen Foods,E3,Lower-Middle Shelf (2)
SKU200291,Bandage Assorted 80-count - Low-Sodium,BandAidStyle,First Aid,49,6.55,V - Pharmacy & Wellness,V4,Lower-Middle Shelf (2)
SKU200292,Dog Treats Biscuits 16oz - Travel Size,MillBoneStyle,Dog Treats,17,7.12,U - Pet Supplies,U2,Upper-Middle Shelf (3)
SKU200293,Non-stick Frying Pan 10in - XL Pack,CalpStyle,Cookware,62,35.13,T - Home & Kitchen,T2,Lower-Middle Shelf (2)
SKU200294,Lightning Cable 6ft - Family Size,AmazonBasics,Phone Accessories,90,10.85,P - Electronics & Accessories,P4,Top Shelf (4)
SKU200295,Green Tea Bags 40-count - Value Size,BigelowStyle,Tea,28,5.13,F - Beverages,F3,Bottom Shelf (1)
SKU200296,Vegetable Oil 48oz - Organic,CriscoStyle,Oil,58,5.87,J - Condiments & Sauces,J4,Bottom Shelf (1)
SKU200297,Corn Tortillas 30-pack - Sugar-Free,MissionBake,Tortillas,46,5.09,D - Bakery & Bread,D1,Top Shelf (4)
SKU200298,Gift Bags Assorted 4-pack - Organic,AmericanStyle,Gift Wrap,106,5.96,X - Seasonal & Holiday,X2,Upper-Middle Shelf (3)
SKU200299,Baby Carrots 1lb - Family Size,CrunchFarm,Vegetables,11,1.47,A - Fresh Produce,A4,Bottom Shelf (1)
SKU200300,Canned Tuna in Water 5oz - Organic,BumbleBeeStyle,Canned Fish,44,2.04,I - Canned & Packaged Goods,I4,Lower-Middle Shelf (2)
SKU200301,Frozen Stir Fry Vegetables 16oz - Organic,BirdsEyeFarm,Frozen Vegetables,72,4.09,E - Frozen Foods,E3,Upper-Middle Shelf (3)
SKU200302,Air Freshener Spray 8.3oz - Travel Size,FebrezeStyle,Home Fragrance,37,5.12,X - Seasonal & Holiday,X3,Bottom Shelf (1)
SKU200303,Ice Cream Chocolate 1.5qt - Low-Sodium,BreemerStyle,Ice Cream,110,7.92,E - Frozen Foods,E2,Lower-Middle Shelf (2)
SKU200304,Vegetable Broth 32oz - Travel Size,SwansonStyle,Broth,97,3.23,I - Canned & Packaged Goods,I4,Top Shelf (4)
SKU200305,Edamame Shelled 16oz - Sugar-Free,SeaBestFarm,Frozen Vegetables,9,4.33,E - Frozen Foods,E1,Top Shelf (4)
SKU200306,Ballpoint Pens Blue 10-pack - Sugar-Free,BicStyle,Pens,58,6.42,W - Office & Stationery,W4,Upper-Middle Shelf (3)
SKU200307,Red Seedless Grapes 2lb - Value Size,SunHarvest,Fruits,85,5.63,A - Fresh Produce,A3,Bottom Shelf (1)
SKU200308,Index Cards 3x5 200-count - Low-Sodium,AvStyle,Notes,27,3.32,W - Office & Stationery,W4,Upper-Middle Shelf (3)
SKU200309,Baby Food Stage 2 4oz (6-pack) - Sugar-Free,GerberStyle,Baby Food,72,8.28,L - Baby & Toddler,L4,Upper-Middle Shelf (3)
SKU200310,Cherry Tomatoes 10oz - XL Pack,TomatoKing,Vegetables,58,3.04,A - Fresh Produce,A1,Bottom Shelf (1)
SKU200311,Apple Juice 64oz - Family Size,MottsStyle,Juice,54,4.47,F - Beverages,F2,Lower-Middle Shelf (2)
SKU200312,Hand Lotion 7oz - Travel Size,CeraVeStyle,Skin Care,11,10.58,K - Health & Beauty,K3,Upper-Middle Shelf (3)
SKU200313,85/15 Ground Beef 1lb - Decaf,RanchSelect,Beef,6,6.69,C - Meat & Seafood,C4,Upper-Middle Shelf (3)
SKU200314,Canned Black Beans 15oz - Low-Sodium,BushStyle,Canned Beans,0,1.5,I - Canned & Packaged Goods,I2,Top Shelf (4)
SKU200315,Boneless Chicken Breast 2lb - Travel Size,FarmFirst,Poultry,56,8.5,C - Meat & Seafood,C1,Bottom Shelf (1)
SKU200316,Rubber Gloves M (pair) - Value Size,PlaytexStyle,Cleaning Tools,16,5.95,M - Household Cleaning,M4,Bottom Shelf (1)
SKU200317,Diced Tomatoes 14.5oz - Low-Sodium,HuntStyle,Canned Tomatoes,13,1.11,I - Canned & Packaged Goods,I3,Upper-Middle Shelf (3)
SKU200318,Sunscreen SPF50 3oz - Travel Size,NeutStyle,Skin Care,111,10.67,K - Health & Beauty,K2,Lower-Middle Shelf (2)
SKU200319,Sliced American Cheese 16oz - XL Pack,KraftValu,Cheese,44,5.51,B - Dairy & Eggs,B2,Lower-Middle Shelf (2)
SKU200320,UNO Card Game - Family Size,MattelStyle,Card Games,12,9.8,Q - Toys & Games,Q2,Bottom Shelf (1)
SKU200321,Lightning Cable 6ft - Decaf,AmazonBasics,Phone Accessories,17,14.73,P - Electronics & Accessories,P2,Upper-Middle Shelf (3)
SKU200322,Beef Sirloin Steak 1lb - Organic,RanchSelect,Beef,77,11.86,C - Meat & Seafood,C3,Bottom Shelf (1)
SKU200323,Hand Lotion 7oz - Organic,CeraVeStyle,Skin Care,95,8.71,K - Health & Beauty,K4,Upper-Middle Shelf (3)
SKU200324,Oat Milk Original 64oz - Organic,OatlyFarm,Milk Alternatives,63,5.72,B - Dairy & Eggs,B1,Bottom Shelf (1)
SKU200325,Paper Towels Double Roll 6-pack - Decaf,BountyStyle,Paper Towels,72,10.7,O - Paper & Disposables,O4,Upper-Middle Shelf (3)
SKU200326,Gift Bags Assorted 4-pack - Travel Size,AmericanStyle,Gift Wrap,98,5.32,X - Seasonal & Holiday,X1,Bottom Shelf (1)
SKU200327,Shredded Mozzarella 2lb - XL Pack,GaldaCheese,Cheese,7,7.37,B - Dairy & Eggs,B4,Upper-Middle Shelf (3)
SKU200328,Allergy Relief 24-hour 30ct - Low-Sodium,ClaritStyle,Allergy,81,16.44,V - Pharmacy & Wellness,V2,Upper-Middle Shelf (3)
SKU200329,85/15 Ground Beef 1lb - Sugar-Free,RanchSelect,Beef,103,4.52,C - Meat & Seafood,C2,Upper-Middle Shelf (3)
SKU200330,HDMI Cable 6ft - Value Size,AmazonBasics,Cables,108,8.13,P - Electronics & Accessories,P2,Bottom Shelf (1)
SKU200331,Pasta Penne 16oz - Value Size,BarillaStyle,Pasta,78,2.88,I - Canned & Packaged Goods,I1,Upper-Middle Shelf (3)
SKU200332,Potato Chips Original 8oz - Value Size,LayStyle,Chips,1,3.47,G - Snacks & Confectionery,G2,Top Shelf (4)
SKU200333,Trash Bags 33gal 20-count - Sugar-Free,GladStyle,Trash Bags,99,7.33,M - Household Cleaning,M3,Bottom Shelf (1)
SKU200334,Garlic Bulb (each) - Decaf,EarthFresh,Vegetables,8,0.94,A - Fresh Produce,A3,Bottom Shelf (1)
SKU200335,Acetaminophen 500mg 100-count - Family Size,TylenStyle,Pain Relief,109,9.83,V - Pharmacy & Wellness,V2,Upper-Middle Shelf (3)
SKU200336,Apple Juice 64oz - Sugar-Free,MottsStyle,Juice,86,5.35,F - Beverages,F1,Lower-Middle Shelf (2)
SKU200337,Vitamin C 1000mg 60-count - XL Pack,NatureStyle,Vitamins,31,8.3,V - Pharmacy & Wellness,V1,Top Shelf (4)
SKU200338,Facial Tissues 3-box pack - Low-Sodium,KleenStyle,Facial Tissues,109,8.65,O - Paper & Disposables,O1,Top Shelf (4)
SKU200339,Strawberry Jam 18oz - Decaf,SmuckerStyle,Jam,40,3.4,H - Breakfast & Cereal,H3,Bottom Shelf (1)
SKU200340,Plastic Wrap 200sqft - Value Size,GladStyle,Wraps,22,4.59,O - Paper & Disposables,O2,Bottom Shelf (1)
SKU200341,LEGO Classic 200-piece set - Value Size,LEGO,Building Toys,99,28.26,Q - Toys & Games,Q3,Upper-Middle Shelf (3)
SKU200342,Pork Tenderloin 1.5lb - Family Size,PrimeChop,Pork,72,6.44,C - Meat & Seafood,C3,Lower-Middle Shelf (2)
SKU200343,Colander 5qt - Decaf,CalpStyle,Kitchen Tools,98,15.77,T - Home & Kitchen,T2,Lower-Middle Shelf (2)
SKU200344,Diet Cola 12-pack 12oz - XL Pack,ColaKing,Soda,69,8.7,F - Beverages,F3,Bottom Shelf (1)
SKU200345,Dishwasher Pods 30-count - XL Pack,CascadeStyle,Dish Care,94,11.97,M - Household Cleaning,M3,Bottom Shelf (1)
SKU200346,Frosted Flakes 19.2oz - Organic,KellogStyle,Cereal,18,5.24,H - Breakfast & Cereal,H3,Bottom Shelf (1)
SKU200347,Iceberg Lettuce (head) - Organic,GreenGrow,Vegetables,89,2.13,A - Fresh Produce,A3,Top Shelf (4)
SKU200348,Beef Sirloin Steak 1lb - Value Size,RanchSelect,Beef,50,11.53,C - Meat & Seafood,C1,Bottom Shelf (1)
SKU200349,Camping Lantern LED - Travel Size,CampStyle,Camping,40,14.48,R - Sports & Outdoors,R4,Upper-Middle Shelf (3)
